STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,POLLUTANT,Pollutant,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,OBS_STATUS_4,Observation status 4,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period,DECIMALS,Decimals,CONVERSION_TYPE,Conversion type
DATAFLOW,OECD.ENV.EPI:DSD_AIR_EMISSIONS@DF_AIR_EMISSIONS(1.0),Air emissions - Air pollutants Inventories,I,ITA,Italy,A,Annual,PM2_5,Particulates (PM2.5),MISC_AGR,Agriculture,T,Tonnes,1994,,5.952357,,A,Normal value,,,,,,,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_EMISSIONS@DF_AIR_EMISSIONS(1.0),Air emissions - Air pollutants Inventories,I,ITA,Italy,A,Annual,PM2_5,Particulates (PM2.5),MISC_AGR,Agriculture,T,Tonnes,1993,,5.936113,,A,Normal value,,,,,,,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_EMISSIONS@DF_AIR_EMISSIONS(1.0),Air emissions - Air pollutants Inventories,I,ITA,Italy,A,Annual,PM2_5,Particulates (PM2.5),MISC_AGR,Agriculture,T,Tonnes,1992,,5.999239,,A,Normal value,,,,,,,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_EMISSIONS@DF_AIR_EMISSIONS(1.0),Air emissions - Air pollutants Inventories,I,ITA,Italy,A,Annual,PM2_5,Particulates (PM2.5),MISC_AGR,Agriculture,T,Tonnes,1991,,6.155421,,A,Normal value,,,,,,,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_EMISSIONS@DF_AIR_EMISSIONS(1.0),Air emissions - Air pollutants Inventories,I,ITA,Italy,A,Annual,PM2_5,Particulates (PM2.5),MISC_AGR,Agriculture,T,Tonnes,1990,,6.068672,,A,Normal value,,,,,,,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_EMISSIONS@DF_AIR_EMISSIONS(1.0),Air emissions - Air pollutants Inventories,I,ITA,Italy,A,Annual,PM2_5,Particulates (PM2.5),STAT_COMB_OTH,Other combustions,T,Tonnes,2023,,89.43519,,A,Normal value,,,,,,,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_EMISSIONS@DF_AIR_EMISSIONS(1.0),Air emissions - Air pollutants Inventories,I,ITA,Italy,A,Annual,PM2_5,Particulates (PM2.5),STAT_COMB_OTH,Other combustions,T,Tonnes,2022,,92.0312,,A,Normal value,,,,,,,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_EMISSIONS@DF_AIR_EMISSIONS(1.0),Air emissions - Air pollutants Inventories,I,ITA,Italy,A,Annual,PM2_5,Particulates (PM2.5),STAT_COMB_OTH,Other combustions,T,Tonnes,2021,,100.1848,,A,Normal value,,,,,,,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_EMISSIONS@DF_AIR_EMISSIONS(1.0),Air emissions - Air pollutants Inventories,I,ITA,Italy,A,Annual,PM2_5,Particulates (PM2.5),STAT_COMB_OTH,Other combustions,T,Tonnes,2020,,88.76311,,A,Normal value,,,,,,,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_EMISSIONS@DF_AIR_EMISSIONS(1.0),Air emissions - Air pollutants Inventories,I,ITA,Italy,A,Annual,PM2_5,Particulates (PM2.5),STAT_COMB_OTH,Other combustions,T,Tonnes,2019,,92.83342,,A,Normal value,,,,,,,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_EMISSIONS@DF_AIR_EMISSIONS(1.0),Air emissions - Air pollutants Inventories,I,ITA,Italy,A,Annual,PM2_5,Particulates (PM2.5),STAT_COMB_OTH,Other combustions,T,Tonnes,2018,,93.94704,,A,Normal value,,,,,,,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_EMISSIONS@DF_AIR_EMISSIONS(1.0),Air emissions - Air pollutants Inventories,I,ITA,Italy,A,Annual,PM2_5,Particulates (PM2.5),STAT_COMB_OTH,Other combustions,T,Tonnes,2017,,111.7226,,A,Normal value,,,,,,,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_EMISSIONS@DF_AIR_EMISSIONS(1.0),Air emissions - Air pollutants Inventories,I,ITA,Italy,A,Annual,PM2_5,Particulates (PM2.5),STAT_COMB_OTH,Other combustions,T,Tonnes,2016,,102.2437,,A,Normal value,,,,,,,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_EMISSIONS@DF_AIR_EMISSIONS(1.0),Air emissions - Air pollutants Inventories,I,ITA,Italy,A,Annual,PM2_5,Particulates (PM2.5),STAT_COMB_OTH,Other combustions,T,Tonnes,2015,,105.5944,,A,Normal value,,,,,,,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_EMISSIONS@DF_AIR_EMISSIONS(1.0),Air emissions - Air pollutants Inventories,I,ITA,Italy,A,Annual,PM2_5,Particulates (PM2.5),STAT_COMB_OTH,Other combustions,T,Tonnes,2014,,97.63161,,A,Normal value,,,,,,,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_EMISSIONS@DF_AIR_EMISSIONS(1.0),Air emissions - Air pollutants Inventories,I,ITA,Italy,A,Annual,PM2_5,Particulates (PM2.5),STAT_COMB_OTH,Other combustions,T,Tonnes,2013,,113.1679,,A,Normal value,,,,,,,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_EMISSIONS@DF_AIR_EMISSIONS(1.0),Air emissions - Air pollutants Inventories,I,ITA,Italy,A,Annual,PM2_5,Particulates (PM2.5),STAT_COMB_OTH,Other combustions,T,Tonnes,2012,,113.0072,,A,Normal value,,,,,,,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_EMISSIONS@DF_AIR_EMISSIONS(1.0),Air emissions - Air pollutants Inventories,I,ITA,Italy,A,Annual,PM2_5,Particulates (PM2.5),STAT_COMB_OTH,Other combustions,T,Tonnes,2011,,78.71344,,A,Normal value,,,,,,,3,Thousands,,,,,2,Two,,
